,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,rating
998,2210010003,a_a002718,a002718,정서진광장,인천 서구 오류동 1564,30.0,1,0.0,4.0,4.0,4.0,10,A02,대중교통 등,6,1,6,2,1,3,1.0,0.0,0.0,13.2
999,2210010005,a_a002718,a002718,연희자연마당,인천 서구 연희동 414-1,30.0,1,0.0,4.0,4.0,4.0,10,A02,대중교통 등,6,1,6,2,1,3,1.0,0.0,0.0,13.2
1000,2208270002,a_a002718,a002718,아라타워,인천 서구 오류동,30.0,13,0.0,4.0,4.0,4.0,10,A02,대중교통 등,6,1,6,2,1,3,1.0,0.0,0.0,13.2
1001,2208210004,a_a002198,a002198,북한강,,30.0,1,0.0,5.0,5.0,3.0,09,A03,대중교통 등,4,4,1,2,4,6,1.0,0.0,0.0,14.5
1002,2208280001,a_a002198,a002198,아침고요수목원,경기 가평군 상면 행현리 623-3,270.0,1,0.0,5.0,3.0,5.0,09,A03,대중교통 등,4,4,1,2,4,6,1.0,0.0,0.0,14.9
1003,2209250004,a_a006401,a006401,궁평항,,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,1,3,2,7,7,1.0,0.0,0.0,16.5
1004,2210150004,a_a006401,a006401,2022 서신면 한마음 어울림 마당 축제,,30.0,8,0.0,5.0,5.0,5.0,10,A03,자가용,2,1,3,2,7,7,1.0,0.0,0.0,16.5
1005,2209030004,a_a005659,a005659,남한산성,경기 광주시 남한산성면 산성리 산 23,30.0,2,0.0,5.0,5.0,5.0,10,A03,,2,2,2,2,6,4,2.0,0.0,0.0,16.5
1006,2209250003,a_a005659,a005659,남한산성둘레길 1코스,경기 광주시 남한산성면 산성리,60.0,7,0.0,5.0,5.0,5.0,10,A03,,2,2,2,2,6,4,2.0,0.0,0.0,16.5
1007,2210090006,a_a005659,a005659,남한산성참먹거리,경기 광주시 남한산성면 산성리 496,60.0,4,0.0,5.0,5.0,5.0,10,A03,,2,2,2,2,6,4,2.0,0.0,0.0,16.5
1008,2208290001,a_a005659,a005659,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,30.0,2,0.0,5.0,5.0,5.0,10,A03,,2,2,2,2,6,4,2.0,0.0,0.0,16.5
1009,2208070006,a_a004472,a004472,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,1,1,3,5,5,2,1.0,0.0,0.0,16.5
1010,2208110004,a_a004472,a004472,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,5.0,5.0,5.0,10,A01,대중교통 등,1,1,3,5,5,2,1.0,0.0,0.0,16.5
1011,2208110006,a_a007656,a007656,문화역서울284,서울 중구 봉래동2가 122-28,60.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,4,2,3,2,5,4,1.0,0.0,0.0,12.4
1012,2208070003,a_a007656,a007656,청와대 정문,서울 종로구 세종로 1,60.0,3,0.0,4.0,3.0,5.0,10,A01,대중교통 등,4,2,3,2,5,4,1.0,0.0,0.0,13.4
1013,2208250011,a_a007656,a007656,서울로7017,서울 중구 남대문로5가 67-4,30.0,7,0.0,4.0,3.0,3.0,10,A01,대중교통 등,4,2,3,2,5,4,1.0,0.0,0.0,11.4
1014,2209240007,a_a002042,a002042,신촌이대거리,서울 서대문구 창천동,60.0,4,0.0,4.0,4.0,4.0,09,A01,대중교통 등,4,4,5,4,4,3,2.0,0.0,0.0,13.2
1015,2209240010,a_a002042,a002042,이마트 신촌점,서울 마포구 노고산동 57-2,30.0,4,0.0,3.0,3.0,3.0,09,A01,대중교통 등,4,4,5,4,4,3,2.0,0.0,0.0,9.9
1016,2208220002,a_a002042,a002042,노들섬,서울 용산구 이촌동 302-146,90.0,1,0.0,5.0,5.0,5.0,09,A01,대중교통 등,4,4,5,4,4,3,2.0,0.0,0.0,16.5
1017,2209270003,a_a007894,a007894,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,30.0,2,0.0,4.0,3.0,3.0,10,A03,자가용,2,1,6,6,2,6,1.0,0.0,0.0,11.4
1018,2208100001,a_a007894,a007894,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,5.0,5.0,5.0,10,A03,자가용,2,1,6,6,2,6,1.0,0.0,0.0,16.5
1019,2209250001,a_a008325,a008325,검단산,경기 하남시 배알미동 산 13-6,240.0,1,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,16.5
1020,2209030004,a_a008325,a008325,하남역사박물관,경기 하남시 덕풍동 694-1,30.0,2,0.0,3.0,3.0,4.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,10.9
1021,2210080005,a_a008325,a008325,하남유니온타워,경기 하남시 신장동 27,60.0,3,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,16.5
1022,2210310005,a_a008325,a008325,선법사,경기 하남시 교산동 55-1,30.0,2,0.0,4.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,15.0
1023,2210160003,a_a008325,a008325,광주향교,광주 남구 구동 22-3,30.0,2,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,16.5
1024,2208060002,a_a008325,a008325,스타필드 하남,경기 하남시 신장동 45-5,60.0,4,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,16.5
1025,2209240002,a_a008325,a008325,이마트 하남점,경기 하남시 덕풍동 736,60.0,4,0.0,3.0,3.0,3.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,9.9
1026,2210300001,a_a008325,a008325,미사경정공원 조정카누경기장,경기 하남시 신장동 281,30.0,5,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,3,3,1,3,1.0,0.0,0.0,16.5
1027,2208170003,a_a002471,a002471,북촌한옥마을,서울 종로구 가회동 31-31,90.0,7,0.0,3.0,3.0,3.0,09,A01,대중교통 등,6,4,7,7,7,2,1.0,0.0,0.0,9.9
1028,2208050006,a_a002471,a002471,경복궁,서울 종로구 세종로 1-91,90.0,2,0.0,3.0,3.0,3.0,09,A01,대중교통 등,6,4,7,7,7,2,1.0,0.0,0.0,9.9
1029,2208090007,a_a002471,a002471,롯데월드타워,서울 송파구 신천동 29,300.0,6,0.0,4.0,3.0,4.0,09,A01,대중교통 등,6,4,7,7,7,2,1.0,0.0,0.0,12.4
1030,2210010002,a_a002471,a002471,동대문종합시장 먹거리장터,서울 종로구 종로6가 94-1,60.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,6,4,7,7,7,2,1.0,0.0,0.0,13.2
1031,2209180004,a_a002844,a002844,예스파크,경기 이천시 신둔면 고척리 599-6,120.0,3,1.0,5.0,5.0,5.0,09,A03,자가용,2,2,3,2,7,5,2.0,0.0,0.0,16.5
1032,2209240001,a_a002844,a002844,BMW 한독모터스 수원전시장,경기 용인시 기흥구 영덕동 40-2,60.0,3,0.0,4.0,4.0,4.0,09,A03,자가용,2,2,3,2,7,5,2.0,0.0,0.0,13.2
1033,2209240004,a_a002844,a002844,달빛어린이공원,경기 오산시 금암동,90.0,1,0.0,4.0,2.0,3.0,09,A03,자가용,2,2,3,2,7,5,2.0,0.0,0.0,10.6
1034,2208060003,a_a008224,a008224,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,4.0,4.0,3.0,10,A01,대중교통 등,5,2,5,6,6,5,2.0,0.0,0.0,12.2
1035,2208060002,a_a008224,a008224,스타필드 하남,경기 하남시 신장동 45-5,150.0,4,0.0,4.0,1.0,3.0,10,A01,대중교통 등,5,2,5,6,6,5,2.0,0.0,0.0,9.8
1036,2210160003,a_a008224,a008224,지지배배한복 2호점,,30.0,2,0.0,3.0,3.0,3.0,10,A01,대중교통 등,5,2,5,6,6,5,2.0,0.0,0.0,9.9
1037,2208050006,a_a008224,a008224,경복궁,서울 종로구 세종로 1-91,120.0,2,0.0,4.0,2.0,4.0,10,A01,대중교통 등,5,2,5,6,6,5,2.0,0.0,0.0,11.6
1038,2209050003,a_a008224,a008224,그라운드시소 명동,서울 중구 소공동 7,90.0,4,0.0,4.0,2.0,4.0,10,A01,대중교통 등,5,2,5,6,6,5,2.0,0.0,0.0,11.6
1039,2208270002,a_a008553,a008553,부천자연생태공원,경기 부천시 춘의동 382,60.0,1,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,4,1,3,6,3,1.0,0.0,0.0,16.5
1040,2210220002,a_a008553,a008553,부천 국제애니메이션페스티벌,,60.0,3,0.0,5.0,3.0,3.0,10,A03,대중교통 등,4,4,1,3,6,3,1.0,0.0,0.0,12.9
1041,2210220003,a_a008553,a008553,한국만화박물관,경기 부천시 상동 529-36,90.0,2,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,4,1,3,6,3,1.0,0.0,0.0,16.5
1042,2208190003,a_a006029,a006029,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,90.0,4,1.0,5.0,5.0,5.0,10,A03,,2,7,6,6,6,2,3.0,1.0,0.0,16.5
1043,2211050004,b_b012022,b012022,인천 펜타포트락페스티벌,인천 연수구 송도동 26-1,30.0,8,0.0,3.0,3.0,2.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,8.9
1044,2210160003,b_b012022,b012022,송도센트럴공원 꽃사슴정원,인천 연수구 송도동 24-5,30.0,13,1.0,4.0,4.0,4.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,13.2
1045,2211050006,b_b012022,b012022,"현대프리미엄아울렛 송도점, 트리플스트리트",,150.0,4,0.0,4.0,4.0,4.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,13.2
1046,2211050005,b_b012022,b012022,NC큐브 커넬워크 겨울동,인천 연수구 송도동 17-1,60.0,4,1.0,4.0,3.0,4.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,12.4
1047,2208050001,b_b012022,b012022,송도센트럴파크,인천 연수구 송도동 24-5,30.0,7,1.0,4.0,4.0,4.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,13.2
1048,2208050001,b_b012022,b012022,송도센트럴파크,인천 연수구 송도동 24-5,30.0,7,1.0,4.0,4.0,4.0,11,A02,대중교통 등,4,2,5,3,5,7,1.0,0.0,0.0,13.2
1049,2209130004,c_c000580,c000580,용문산자연휴양림,경기 양평군 양평읍 백안리 산 68-1,60.0,1,0.0,3.0,2.0,3.0,09,A03,자가용,1,1,1,4,1,6,3.0,0.0,0.0,9.1
1050,2209120008,c_c000580,c000580,경기옛길 평해길 제6길 거무내길,경기 양평군 양평읍 도곡리 914-1,30.0,7,0.0,5.0,5.0,5.0,09,A03,자가용,1,1,1,4,1,6,3.0,0.0,0.0,16.5
1051,2208180004,c_c000580,c000580,양평물맑은시장,경기 양평군 양평읍 양근리 166-9,30.0,4,0.0,3.0,3.0,4.0,09,A03,자가용,1,1,1,4,1,6,3.0,0.0,0.0,10.9
1052,2209120006,c_c000580,c000580,쉬자파크,경기 양평군 양평읍 백안리 45-6,30.0,1,0.0,4.0,5.0,5.0,09,A03,자가용,1,1,1,4,1,6,3.0,0.0,0.0,15.0
1053,2209120009,c_c000580,c000580,소노휴양평 헬스클럽 및 수영장,경기 양평군 개군면 공세리 389-7,150.0,6,0.0,5.0,5.0,5.0,09,A03,자가용,1,1,1,4,1,6,3.0,0.0,0.0,16.5
1054,2208290007,a_a001103,a001103,불암산,경기 남양주시 별내동 산 97,150.0,1,0.0,4.0,3.0,3.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,11.4
1055,2208160005,a_a001103,a001103,봉은사,서울 은평구 진관동 산 34,30.0,2,0.0,3.0,3.0,3.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,9.9
1056,2208300005,a_a001103,a001103,더현대서울 6층,,30.0,3,0.0,3.0,3.0,3.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,9.9
1057,2208080006,a_a001103,a001103,더현대서울,서울 영등포구 여의도동 22,120.0,4,0.0,4.0,3.0,4.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,12.4
1058,2208300004,a_a001103,a001103,더현대서울 매직샷 전시회,,30.0,3,0.0,3.0,3.0,3.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,9.9
1059,2208080007,a_a001103,a001103,IFC몰,서울 영등포구 여의도동 23-1,60.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,5,3,6,5,3,6,1.0,0.0,0.0,13.2
1060,2208210003,a_a007407,a007407,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,,1,1,1,3,1,5,2.0,0.0,0.0,16.5
1061,2210160007,a_a007407,a007407,러쉬쇼케이스,,60.0,8,0.0,4.0,5.0,1.0,10,A01,,1,1,1,3,1,5,2.0,0.0,0.0,11.0
1062,2208210003,a_a007407,a007407,서울숲,서울 성동구 성수동1가 678-1,60.0,1,0.0,5.0,5.0,5.0,10,A01,,1,1,1,3,1,5,2.0,0.0,0.0,16.5
1063,2208220003,a_a000960,a000960,산정랜드,경기 포천시 영북면 산정리 75,90.0,1,0.0,4.0,4.0,4.0,08,A03,자가용,2,3,4,5,6,7,3.0,1.0,0.0,13.2
1064,2208210006,a_a000960,a000960,전통술박물관산사원 본원,경기 포천시 화현면 화현리 512,60.0,2,0.0,5.0,4.0,4.0,08,A03,자가용,2,3,4,5,6,7,3.0,1.0,0.0,14.7
1065,2208220001,a_a000960,a000960,루지월드 포천 베어스타운,경기 포천시 내촌면 소학리 274,30.0,13,1.0,4.0,4.0,3.0,08,A03,자가용,2,3,4,5,6,7,3.0,1.0,0.0,12.2
1066,2209240008,a_a002543,a002543,두타몰,서울 중구 을지로6가 18-12,120.0,4,1.0,4.0,4.0,4.0,10,A01,자가용,4,3,2,4,4,7,3.0,1.0,0.0,13.2
1067,2208050002,a_a002543,a002543,전쟁기념관,서울 용산구 용산동1가 8,60.0,3,1.0,4.0,4.0,4.0,10,A01,자가용,4,3,2,4,4,7,3.0,1.0,0.0,13.2
1068,2209040001,a_a002543,a002543,서울어린이대공원,서울 광진구 능동 18,60.0,1,1.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,4,4,7,3.0,1.0,0.0,16.5
1069,2210280004,a_a014163,a014163,화적연 플로깅,,30.0,13,0.0,4.0,4.0,4.0,10,A03,자가용,2,2,5,2,4,6,2.0,0.0,0.0,13.2
1070,2208170004,a_a014163,a014163,한탄강 지질공원센터,경기 포천시 영북면 대회산리 298,30.0,1,0.0,5.0,4.0,5.0,10,A03,자가용,2,2,5,2,4,6,2.0,0.0,0.0,15.7
1071,2210280007,a_a014163,a014163,포천반월성,경기 포천시 군내면 구읍리 산 5-1,30.0,2,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,5,2,4,6,2.0,0.0,0.0,16.5
1072,2210280003,a_a014163,a014163,화적연,경기 포천시 영북면 자일리,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,5,2,4,6,2.0,0.0,0.0,16.5
1073,2208100002,b_b006351,b006351,효원공원 월화원,경기 수원시 팔달구 인계동 1117,0.0,1,1.0,3.0,3.0,3.0,10,A03,자가용,2,3,6,2,2,6,1.0,0.0,0.0,9.9
1074,2208070002,b_b006351,b006351,방화수류정,경기 수원시 팔달구 매향동 151,90.0,7,1.0,5.0,5.0,5.0,10,A03,자가용,2,3,6,2,2,6,1.0,0.0,0.0,16.5
1075,2208100001,b_b006351,b006351,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,1.0,4.0,4.0,4.0,10,A03,자가용,2,3,6,2,2,6,1.0,0.0,0.0,13.2
1076,2210010005,a_a004293,a004293,남문로데오시장,경기 수원시 팔달구 교동 3-11,0.0,4,0.0,4.0,5.0,5.0,10,A03,,4,6,2,2,7,2,1.0,0.0,0.0,15.0
1077,2208220006,a_a004293,a004293,대승원,경기 수원시 팔달구 남창동 56-3,0.0,2,0.0,4.0,3.0,3.0,10,A03,,4,6,2,2,7,2,1.0,0.0,0.0,11.4
1078,2209270003,a_a004293,a004293,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,0.0,2,0.0,4.0,5.0,5.0,10,A03,,4,6,2,2,7,2,1.0,0.0,0.0,15.0
1079,2208100001,a_a004293,a004293,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,1.0,4.0,5.0,5.0,10,A03,,4,6,2,2,7,2,1.0,0.0,0.0,15.0
1080,2209280007,a_a002155,a002155,동장대 화성어차 연무대 매표소,,60.0,2,0.0,4.0,2.0,4.0,09,A03,대중교통 등,2,1,2,2,3,5,1.0,0.0,0.0,11.6
1081,2208100001,a_a002155,a002155,화성행궁,,60.0,2,1.0,5.0,5.0,5.0,09,A03,대중교통 등,2,1,2,2,3,5,1.0,0.0,0.0,16.5
1082,2208090006,a_a002155,a002155,수원화성박물관,,30.0,2,0.0,4.0,3.0,4.0,09,A03,대중교통 등,2,1,2,2,3,5,1.0,0.0,0.0,12.4
1083,2209180003,a_a002381,a002381,연천은대리성,경기 연천군 전곡읍 은대리 577,30.0,1,0.0,5.0,5.0,5.0,09,A03,자가용,4,1,4,2,2,7,2.0,0.0,0.0,16.5
1084,2209120004,a_a002381,a002381,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,4.0,4.0,4.0,09,A03,자가용,4,1,4,2,2,7,2.0,0.0,0.0,13.2
1085,2208070003,a_a000700,a000700,남이섬,강원 춘천시 남산면 방하리 197,180.0,1,0.0,5.0,4.0,4.0,08,A03,자가용,4,2,1,5,6,3,2.0,0.0,0.0,14.7
1086,2210290004,a_a006280,a006280,야끼화로 송도점,인천 연수구 송도동 22-22,60.0,4,0.0,4.0,3.0,5.0,10,A02,,5,2,3,1,3,7,1.0,0.0,0.0,13.4
1087,2208200008,a_a006280,a006280,솔찬공원,인천 연수구 송도동 12-8,30.0,1,0.0,5.0,5.0,4.0,10,A02,,5,2,3,1,3,7,1.0,0.0,0.0,15.5
1088,2210230003,a_a005537,a005537,현대백화점 미아점,서울 성북구 길음동 20-1,120.0,4,1.0,1.0,5.0,5.0,10,A03,자가용,6,2,4,4,6,2,3.0,1.0,0.0,10.5
1089,2208050004,a_a005537,a005537,현대모터스튜디오 고양,경기 고양시 일산서구 대화동 2601,180.0,3,0.0,5.0,5.0,5.0,10,A03,자가용,6,2,4,4,6,2,3.0,1.0,0.0,16.5
1090,2208090005,a_a005537,a005537,스타필드 고양,경기 고양시 덕양구 동산동 370,120.0,4,0.0,5.0,5.0,5.0,10,A03,자가용,6,2,4,4,6,2,3.0,1.0,0.0,16.5
1091,2208210003,a_a009397,a009397,자라섬 꽃테마공원,경기 가평군 가평읍 달전리 30,30.0,6,0.0,3.0,3.0,3.0,10,A03,자가용,4,2,3,2,3,2,2.0,0.0,0.0,9.9
1092,2208220002,a_a009397,a009397,쁘띠프랑스,경기 가평군 청평면 고성리 616-2,60.0,6,0.0,4.0,2.0,3.0,10,A03,자가용,4,2,3,2,3,2,2.0,0.0,0.0,10.6
1093,2208290004,a_a012377,a012377,마이아트뮤지엄,서울 강남구 대치동 944-31,150.0,3,0.0,5.0,5.0,5.0,10,A01,대중교통 등,5,1,4,3,5,7,1.0,0.0,0.0,16.5
1094,2210020002,a_a012377,a012377,국립현대미술관 덕수궁관,서울 중구 정동 5-1,60.0,3,0.0,5.0,4.0,5.0,10,A01,대중교통 등,5,1,4,3,5,7,1.0,0.0,0.0,15.7
1095,2210310002,a_a012377,a012377,엑스익스프레스 성수낙낙점,서울 성동구 성수동2가 280-6,30.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,5,1,4,3,5,7,1.0,0.0,0.0,16.5
1096,2208060005,a_a012377,a012377,그라운드시소 성수,서울 성동구 성수동2가 280-9,90.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,5,1,4,3,5,7,1.0,0.0,0.0,16.5
1097,2210300010,a_a012377,a012377,이리로,서울 송파구 문정동 106-8,60.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,5,1,4,3,5,7,1.0,0.0,0.0,11.4
1098,2209240005,a_a006034,a006034,광장시장 전골목,서울 종로구 종로4가,90.0,4,0.0,5.0,5.0,5.0,10,A01,,4,5,3,5,3,6,2.0,0.0,0.0,16.5
1099,2208200012,a_a006034,a006034,남산공원,서울 중구 예장동 산 5-6,30.0,1,1.0,5.0,5.0,5.0,10,A01,,4,5,3,5,3,6,2.0,0.0,0.0,16.5
1100,2209260010,a_a006034,a006034,백범광장,서울 중구 회현동1가 100-115,30.0,1,0.0,5.0,5.0,5.0,10,A01,,4,5,3,5,3,6,2.0,0.0,0.0,16.5
1101,2208280004,a_a006034,a006034,108하늘계단,서울 용산구 후암동,0.0,7,0.0,5.0,5.0,5.0,10,A01,,4,5,3,5,3,6,2.0,0.0,0.0,16.5
1102,2209100002,b_b001071,b001071,신사개나리공원,서울 강남구 신사동 609-2,30.0,1,0.0,4.0,5.0,4.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,14.0
1103,2209100005,b_b001071,b001071,남산골 한옥마을 윤택영재실,,60.0,13,0.0,5.0,5.0,5.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,16.5
1104,2209100006,b_b001071,b001071,인사이트모션 한옥마을,서울 중구 필동2가 84-1,30.0,7,0.0,4.0,3.0,3.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,11.4
1105,2209110003,b_b001071,b001071,안다즈 서울강남 미술 전시관,,30.0,3,0.0,5.0,5.0,5.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,16.5
1106,2209090007,b_b001071,b001071,도산근린공원,서울 강남구 신사동 649-9,30.0,1,0.0,4.0,3.0,3.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,11.4
1107,2208100006,b_b001071,b001071,코엑스 아쿠아리움,서울 강남구 삼성동 159,90.0,6,1.0,4.0,4.0,4.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,13.2
1108,2209090008,b_b001071,b001071,GS25 압구정신사점,서울 강남구 신사동 588,30.0,4,0.0,4.0,3.0,3.0,09,A01,자가용,3,6,6,2,2,5,3.0,1.0,0.0,11.4
1109,2210220009,a_a007180,a007180,원더마마,서울 마포구 망원동 414-83,0.0,4,1.0,5.0,5.0,5.0,10,A01,자가용,4,1,4,5,7,6,2.0,0.0,0.0,16.5
1110,2210220008,a_a007180,a007180,융잡화점,,0.0,4,0.0,5.0,5.0,5.0,10,A01,자가용,4,1,4,5,7,6,2.0,0.0,0.0,16.5
1111,2210220011,a_a007180,a007180,망원정 터,서울 마포구 합정동 457-1,0.0,2,0.0,5.0,5.0,5.0,10,A01,자가용,4,1,4,5,7,6,2.0,0.0,0.0,16.5
1112,2209070003,a_a007180,a007180,망원한강공원,서울 마포구 망원동 205-4,30.0,1,0.0,5.0,5.0,5.0,10,A01,자가용,4,1,4,5,7,6,2.0,0.0,0.0,16.5
1113,2210230005,a_a010406,a010406,서삼릉 인종인성왕후효릉,경기 고양시 덕양구 원당동 산 40-2,30.0,2,0.0,4.0,4.0,4.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,13.2
1114,2210230007,a_a010406,a010406,메밀촌 두부마을,경기 양평군 용문면 신점리 294-1,30.0,7,1.0,3.0,2.0,3.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,9.1
1115,2210220004,a_a010406,a010406,한강3경 이포보전망대,경기 여주시 대신면 천서리 755,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,16.5
1116,2208270003,a_a010406,a010406,영녕릉 세종대왕유적지구 세종대왕릉,경기 여주시 세종대왕면 번도리 888-1,30.0,2,1.0,5.0,5.0,5.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,16.5
1117,2210210006,a_a010406,a010406,여주오곡나루축제,경기 여주시 천송동 290-3,30.0,8,0.0,4.0,4.0,4.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,13.2
1118,2208150001,a_a010406,a010406,용문사,경기 양평군 용문면 신점리 625,60.0,2,1.0,5.0,4.0,4.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,14.7
1119,2210220003,a_a010406,a010406,당남리섬 가족피크닉존,경기 여주시 대신면 당남리 297-297,30.0,1,0.0,4.0,4.0,4.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,13.2
1120,2209030003,a_a010406,a010406,명성황후생가,경기 여주시 능현동 250-3,30.0,2,0.0,4.0,3.0,4.0,10,A03,자가용,2,2,2,2,6,2,1.0,0.0,0.0,12.4
1121,2208200008,a_a001084,a001084,솔찬공원,인천 연수구 송도동 12-8,60.0,1,0.0,4.0,3.0,4.0,09,A02,자가용,4,1,4,2,6,1,3.0,0.0,0.0,12.4
1122,2209030003,a_a001084,a001084,월미도 놀이공원,,60.0,6,0.0,5.0,5.0,5.0,09,A02,자가용,4,1,4,2,6,1,3.0,0.0,0.0,16.5
1123,2208050001,a_a001084,a001084,송도센트럴파크,인천 연수구 송도동 24-5,30.0,7,0.0,4.0,5.0,4.0,09,A02,자가용,4,1,4,2,6,1,3.0,0.0,0.0,14.0
1124,2208190004,a_a001084,a001084,송도한옥마을,인천 연수구 송도동 24-17,30.0,7,0.0,4.0,3.0,3.0,09,A02,자가용,4,1,4,2,6,1,3.0,0.0,0.0,11.4
1125,2208080007,a_a001081,a001081,IFC몰,서울 영등포구 여의도동 23-1,60.0,4,1.0,3.0,3.0,3.0,08,A01,대중교통 등,4,2,1,4,3,5,1.0,0.0,0.0,9.9
1126,2208080007,a_a001081,a001081,IFC몰,서울 영등포구 여의도동 23-1,60.0,4,1.0,5.0,5.0,5.0,08,A01,대중교통 등,4,2,1,4,3,5,1.0,0.0,0.0,16.5
1127,2208200004,a_a001081,a001081,와인앤모어 여의도점,서울 영등포구 여의도동 34-8,30.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,4,2,1,4,3,5,1.0,0.0,0.0,13.2
1128,2208200005,a_a001081,a001081,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,1.0,3.0,4.0,4.0,08,A01,대중교통 등,4,2,1,4,3,5,1.0,0.0,0.0,11.7
1129,2208080006,a_a001081,a001081,더현대서울,서울 영등포구 여의도동 22,120.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,4,2,1,4,3,5,1.0,0.0,0.0,13.2
1130,2208140005,a_a007358,a007358,서울돈화문국악당,서울 종로구 와룡동 13,90.0,3,0.0,4.0,3.0,2.0,10,A01,,2,2,6,2,3,6,1.0,0.0,0.0,10.4
1131,2208200003,a_a006182,a006182,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,0.0,3.0,3.0,3.0,10,A03,자가용,6,2,5,6,5,6,2.0,0.0,0.0,9.9
1132,2209240009,a_a003230,a003230,노무현시민센터,서울 종로구 원서동 106-1,0.0,3,0.0,3.0,3.0,3.0,09,A01,대중교통 등,6,2,6,4,3,6,1.0,0.0,0.0,9.9
